id,breadcrumbs,currentLevel,description,externalSn,name,needSn,parentId,status,totalChildren
6911822838,Hand Tools > Fastener Setting Tools > Staple Guns,3,Staple Guns,false,Staple Guns,false,6911820089,published,0
3440802,Makanan & Kebutuhan Harian > Makanan > Makanan Cepat Saji & Sarapan > Instan Mie & Bihun,4,makanan,false,Instan Mie & Bihun,false,3440770,unpublished,0
3453415,Network and Security System > Switch and Option > Switch Option > Switch Module,4,Switch,false,Switch Module,false,3453383,,0
3442475,Makanan & Kebutuhan Harian > Kebutuhan Rumah Tangga > Pembasmi Serangga > Pembasmi Serangga Cair,4,pembasmi Serangga,false,Pembasmi Serangga Cair,false,3442443,,0
3455634,Peralatan Kantor > Alat Kantor > Mesin Tik,3,,false,Mesin Tik,false,3455618,,2
3421125,Service Center > Software as A Service > Software Office Application Monthly Licensing,3,,false,Software Office Application Monthly Licensing,false,3421109,,0
3444550,Alat Musik & Pro Audio > Alat Musik Pukul > Perkusi > Cajon / Drum Box,4,Drum Box,false,Cajon / Drum Box,false,3444486,,0
3451171,"Computer, Desktop, Notebook > Komputer / Pc / Desktop > Desktop Tower / Mt / Sff > Desktop Tower / Mt / Sff Intel Core 2 Quad",4,Desktop,false,Desktop Tower / Mt / Sff Intel Core 2 Quad,false,3451066,,0
3419731,Aksesoris Gadget & Komputer > Gadget Option & Accessories > Gadget Screen Protector > Screen Protector Gps,4,Screen,false,Screen Protector Gps,false,3419683,,0
3460130,Koleksi dan Mainan > Toys / Mainan > Activity Toys / Mainan Aktivitas > Mainan Simulasi,4,Mainan,false,Mainan Simulasi,false,3460066,,0
3420556,Service Center > Service Part & Maintenance Kit > Maintenance Shredder,3,Shredder,false,Maintenance Shredder,false,3420509,,0
3452798,Power and Rack System > Ups and Option > Ups / Power Backup > Ups Rackmount Expandable,4,UPS,false,Ups Rackmount Expandable,false,3452782,,0
3429334,Peralatan Dapur & Rumah Tangga > Peralatan Makan Minum > Penjepit Makanan / Multi Use Tongs,3,1,false,Penjepit Makanan / Multi Use Tongs,false,3428950,,0
3412297,Perlengkapan Bayi & Anak > Peralatan Makan Bayi dan Menyusui > Peralatan Menyusui > Breast Care,4,Breast Care,false,Breast Care,false,3412265,unpublished,0
3424953,Perkakas & Otomotif > Suku Cadang Otomotif > Pompa & Alat Ukur Tekanan Angin > Pompa Elektrik,4,Pompa Elektrik,false,Pompa Elektrik,false,3424937,deleted,0
3436058,Fashion & Busana Pria > Jam Tangan Pria > Jam Tangan Pria Mewah,3,Jam Tangan,false,Jam Tangan Pria Mewah,false,3436010,,0
3450010,"Computer, Desktop, Notebook > Notebook and Desktop Option > Notebook Option > Notebook Option Docking",4,Notebook,false,Notebook Option Docking,false,3449994,,0
3441675,"Makanan & Kebutuhan Harian > Minuman > Kopi, Teh & Coklat > Teh Kemasan",4,Teh,false,Teh Kemasan,false,3441602,unpublished,0
3464255,"Printer, Scanner & Supplies > Printer Supplies > Toner Printer > Toner Printer Lainnya",4,Toner Printer Lainnya,false,Toner Printer Lainnya,false,3464127,,0
3456498,Peralatan Kantor > Perangkat Promosi & Signage > Signage & Frame > Building Signage,4,Rak,false,Building Signage,false,3456482,,0
3435674,Fashion & Busana Pria > Sepatu Pria > Boots & Safety Shoes Pria > Outdoor Boots Pria,4,Sepatu Pengaman,false,Outdoor Boots Pria,false,3435626,,0
3413908,Furnitur & Perlengkapan Rumah Tangga > Dekorasi Dinding,2,,false,Dekorasi Dinding,false,3413268,,1
3417249,Aksesoris Gadget & Komputer > Processor / Cpu > Processor Intel > Processor Intel Pentium,4,Processor,false,Processor Intel Pentium,false,3417217,,0
3448079,Kesehatan dan Perawatan > Perawatan Pria > Perawatan Rambut Pria,3,,false,Perawatan Rambut Pria,false,3448063,,3
3445853,Alat Musik & Pro Audio > Pro Audio > Microphone > Microphone Condenser,4,Microphone,false,Microphone Condenser,false,3445837,,0
3460322,Koleksi dan Mainan > Toys / Mainan > Outdoor Toys / Mainan Luar Ruangan > Inflatable Bouncers,4,Inflatable Bouncers,false,Inflatable Bouncers,false,3460242,,0
3412866,Perlengkapan Bayi & Anak > Perawatan Tubuh / Mandi Bayi dan Anak > Perawatan Tubuh Bayi dan Anak > Sabun Mandi Bayi dan Anak,4,Sabun,false,Sabun Mandi Bayi dan Anak,false,3412754,unpublished,0
3432001,"Buku, Film & Musik > Buku & Referensi > Buku Fotografi > Fine Art Photography Book",4,album foto,false,Fine Art Photography Book,false,3431969,,0
3431432,Peralatan Dapur & Rumah Tangga > Pisau dan Aksesori > Pisau Dapur > Pisau Dapur Bergerigi / Wave / Serrate Knife,4,Pisau ,false,Pisau Dapur Bergerigi / Wave / Serrate Knife,false,3431336,,0
3456322,Peralatan Kantor > Perangkat Promosi & Signage > Digital Ads Display > Smart Signage,4,Signage ,false,Smart Signage,false,3456258,,0
3413364,Furnitur & Perlengkapan Rumah Tangga > Furniture > Furnitur Penyimpanan > Rak & Meja TV,4,Meja,false,Rak & Meja TV,false,3413291,,0
3444230,Alat Musik & Pro Audio > Alat Musik Pukul > Drum Akustik > Tom-Tom Drum,4,TONER,false,Tom-Tom Drum,false,3444157,,0
3424681,Automotive > Otomotive Sparepart & Consumeable > Suku Cadang Automotif > Lampu Interior Otomotif,4,Lampu Interior Otomotif,false,Lampu Interior Otomotif,false,3424537,published,0
3448616,Kesehatan dan Perawatan > Perawatan Kesehatan > Suplement Kesehatan > Suplement Otak,4,Suplemen,false,Suplement Otak,false,3448520,,0
3414397,Furnitur & Perlengkapan Rumah Tangga > Dekorasi Ruangan > Kebutuhan Rumah > Apron dan Taplak,4,taplak,false,Apron dan Taplak,false,3414365,,0
3435658,Fashion & Busana Pria > Sepatu Pria > Boots & Safety Shoes Pria > Casual Boots Pria,4,Sepatu Pengaman,false,Casual Boots Pria,false,3435626,,0
3436956,"Tas, Koper & Perjalanan > Outdoor Support > Senter / Lantern and Accessory > Senter / Lantern",4,Senter,false,Senter / Lantern,false,3436940,,0
3462116,Alat Tulis & Perlengkapan Kerja > Kertas & Buku > Kertas Lainnya > Loose Leaf,4,,false,Loose Leaf,false,3462052,,0
3430399,Peralatan Dapur & Rumah Tangga > Perkakas Dapur > Sendok Ukur,3,Sendok,false,Sendok Ukur,false,3430271,,0
3458910,Camera and Video > Camera and Video Support > Dry Box and Case,3,Case,false,Dry Box and Case,false,3458702,,0
3440834,Makanan & Kebutuhan Harian > Makanan > Permen & Coklat,3,,false,Permen & Coklat,false,3440754,unpublished,2
3441659,"Makanan & Kebutuhan Harian > Minuman > Kopi, Teh & Coklat > Teh Instan & Celup",4,Teh,false,Teh Instan & Celup,false,3441602,unpublished,0
3438494,Fashion & Busana Wanita > Pakaian Wanita > Baju Tidur dan Daleman Wanita > Baju Tidur Wanita Bawahan,4,pakaian,false,Baju Tidur Wanita Bawahan,false,3438366,,0
3462813,Alat Tulis & Perlengkapan Kerja > Berkas & Perangkat Kerja > Clip,3,,false,Clip,false,3462525,,2
3454032,Network and Security System > Networking Accessory > Modular Jack,3,Modular Jack,false,Modular Jack,false,3453655,,0
3440706,Makanan & Kebutuhan Harian > Internal Makanan & Kebutuhan,2,KEBUTUHAN,false,Internal Makanan & Kebutuhan,false,3440283,,2
3411721,Perlengkapan Bayi & Anak > Produk Edukasi Bayi dan Anak > Buku Pendidikan Anak,3,,false,Buku Pendidikan Anak,false,3411705,unpublished,2
3442907,"Makanan & Kebutuhan Harian > Kebutuhan Memasak & Membuat Kue > Minyak, Mentega, Margarin > Minyak Goreng",4,Minyak,false,Minyak Goreng,false,3442891,unpublished,0
3445393,Alat Musik & Pro Audio > Pro Audio > Software Musik Digital,3,,false,Software Musik Digital,false,3445313,,4
3462365,Alat Tulis & Perlengkapan Kerja > Alat Tulis > Penghapus & Tip-Ex > Penghapus Papan Tulis,4,Penghapus,false,Penghapus Papan Tulis,false,3462301,,0
3442331,Makanan & Kebutuhan Harian > Kebutuhan Rumah Tangga > Produk Kebersihan > Pembersih Perangkat Dapur,4,Pembersih,false,Pembersih Perangkat Dapur,false,3442299,,0
3415302,"Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Hewan Peliharaan > Kucing > Suplemen, Vitamin & Obat Kucing",4,"Suplemen, Vitamin & Obat Kucing",false,"Suplemen, Vitamin & Obat Kucing",false,3415222,,0
3443421,Alat Musik & Pro Audio > Keyboard & Piano > Aksesoris Keyboard & Piano > Keyboard Software & Expansion Card,4,Keyboard,false,Keyboard Software & Expansion Card,false,3443341,,0
3415062,Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Hewan Peliharaan > Ikan & Hewan Air > Akuarium & Wadah Ikan,4,Akuarium & Wadah Ikan,false,Akuarium & Wadah Ikan,false,3415030,,0
3434008,Sport & Fitness > Roller Sport > Sepatu Roda,3,,false,Sepatu Roda,false,3433992,,2
3463887,"Printer, Scanner & Supplies > Scanner > Scanner Bisnis > Scanner Barcode Handheld",4,Scanner Barcode Handheld,false,Scanner Barcode Handheld,false,3463871,,0
